objectid,filename,title,creator,description,date,date_is_approximate,subject,location,digital_collection,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language
uiblackhistory300,har4.pdf,"memorandum regarding ""Board Agenda Item on BSU House""",Tom Richardson,,1972-06-19,no,,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 22, Folder 527",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory301,har10.jpg,"statement on the ""Rationale for the Black Student Union""",,,1972-04-01,no,,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 22, Folder 527",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory302,har11.jpg,The Rationale for the Black Student Union,,,1971-12-01,no,,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 22, Folder 527",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory303,har12.jpg,Addendum to Recommendations Regarding Afro-American Studies at the University of Idaho,,,undated,no,,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 22, Folder 527",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory304,har13.jpg,Black Studies Program Course Offerings Fall Semester 1971-1972,,,1971-1972,yes,,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 22, Folder 527",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory305,har14.jpg,"memorandum regarding ""Contractual Relationships""",,,1972-04-10,no,,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 22, Folder 527",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory306,har5.jpg,"memorandum regarding ""BSU House, 1972-1973""",Tom Richardson,,1972-06-13,no,,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 22, Folder 527",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory307,har6.jpg,Agenda Items,,,undated,no,,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 22, Folder 527",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory308,har7.jpg,"memorandum regarding ""Contractual Relationships""",Sherman Carter,,1972-04-10,,,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 22, Folder 527",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory309,har8.jpg,Addendum to B.S.U Organizational Statement Projected Program for the School Year 1972-1973,,,1972-1973,yes,,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 22, Folder 527",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory310,har9.jpg,Proposal for a new Afro-American Studies course,,,undated,no,,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 22, Folder 527",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory311,har17.pdf,"memorandum regarding ""University relationship to Black Student Union""",Tom Richardson,,1972-04-07,no,,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 22, Folder 527",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory312,har15.pdf,"memorandum regarding ""University Relationship to Black Student Union""",Tom Richardson,,1972-04-07,no,,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 22, Folder 527",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory313,har16.jpg,Black Cultural Week,,,undated,no,,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 22, Folder 527",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory314,har18.pdf,The Rationale for the Black Student Union,,,undated,no,,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 22, Folder 527",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory315,har19.pdf,information regarding the Black Student Union building,,,1971-12-09,no,,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 22, Folder 527",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
